"date"," ABEV3.SA"," ASAI3.SA"," AZUL4.SA"," B3SA3.SA"," BBAS3.SA"," BBDC3.SA"," BBDC4.SA"," BBSE3.SA"," BEEF3.SA"," BPAC11.SA"," BRAP4.SA"," BRDT3.SA"," BRFS3.SA"," BRKM5.SA"," BRML3.SA"," CCRO3.SA"," CIEL3.SA"," CMIG4.SA"," COGN3.SA"," CPFE3.SA"," CPLE6.SA"," CRFB3.SA"," CSAN3.SA"," CSNA3.SA"," CVCB3.SA"," CYRE3.SA"," ECOR3.SA"," EGIE3.SA"," ELET3.SA"," ELET6.SA"," EMBR3.SA"," ENBR3.SA"," ENEV3.SA"," ENGI11.SA"," EQTL3.SA"," EZTC3.SA"," FLRY3.SA"," GGBR4.SA"," GNDI3.SA"," GOAU4.SA"," GOLL4.SA"," HAPV3.SA"," HGTX3.SA"," HYPE3.SA"," IGTA3.SA"," IRBR3.SA"," ITSA4.SA"," ITUB4.SA"," JBSS3.SA"," JHSF3.SA"," KLBN11.SA"," LAME4.SA"," LCAM3.SA"," LREN3.SA"," MGLU3.SA"," MRFG3.SA"," MRVE3.SA"," MULT3.SA"," NTCO3.SA"," PCAR3.SA"," PETR3.SA"," PETR4.SA"," PRIO3.SA"," QUAL3.SA"," RADL3.SA"," RAIL3.SA"," RENT3.SA"," SANB11.SA"," SBSP3.SA"," SULA11.SA"," SUZB3.SA"," TAEE11.SA"," TIMS3.SA"," TOTS3.SA"," UGPA3.SA"," USIM5.SA"," VALE3.SA"," VIVT3.SA"," VVAR3.SA"," WEGE3.SA"," YDUQ3.SA"
"72",2021-06-11,18.940001,16.816748,46.82,15.687282,34.605072,23.228552,27.370005,23.980236,9.97,29.400951,61.548595,25.918924,29.049999,57.299999,11.27,13.67,3.932389,13.44,4.34,27.595064,5.78294,22.559902,25.700001,44.265892,25.336142,24.530001,12.83,38.925903,45.400002,44.580002,21.02,18.559999,16.91,47.556244,24.709999,33.439999,26.887533,31.951696,84.540001,14.258506,25.790001,15.229581,34.5,34.589653,42.48,6.08,11.671717,32.574226,28.374176,7.265824,26,22.360001,27.225866,46.176735,20.365231,17.475981,17.08,25.75,55.900002,38.66,27.692831,26.964024,19.690001,27.945366,26.747992,20.58,63.816994,44.023567,39.310001,33.869999,58.959999,39.919998,12.740567,35.114452,19.976629,17.798717,101.574463,44.886192,14.6,34.020584,33.700001
"73",2021-06-14,19.48,16.758888,47.700001,15.872066,34.986683,23.238298,27.252872,24.321836,9.89,29.445696,61.479351,26.30386,29.26,56.349998,11.75,13.97,3.982041,13.68,4.75,27.803686,5.921731,22.510103,25.4,43.896198,25.778275,24.74,13,39.068283,45.32,44.549999,21.07,18.950001,17.379999,48.393505,25.389999,34.119999,26.54945,31.080286,84.550003,13.930723,25.700001,15.089859,35.450001,34.766384,43.77,6.09,11.73142,32.464817,28.567858,7.362832,25.65,22.67,27.583057,47.658291,20.575079,17.898558,17.280001,26.629999,58.080002,39.09,27.655025,27.133907,19.379999,28.075066,27.097572,20.75,64.335182,44.179958,39.34,33.700001,58.459999,40.5,12.848789,35.942432,19.917412,17.591757,101.023689,45.407097,14.8,34.686874,35.07
"74",2021-06-15,19.129999,16.595291,46.43,16.212461,34.86882,23.199322,27.272392,24.487755,9.93,30.333092,60.414738,26.155807,30.07,57.389999,11.55,13.97,3.922459,13.51,4.66,27.699373,5.88472,22.360701,25.309999,43.293018,25.619999,24.67,13.43,39.428974,44.630001,45,21.379999,19.09,17.66,48.157101,25.559999,33.75,26.469902,30.751089,83.870003,13.930723,25.23,15.09984,34.549999,34.80566,43.439999,6.1,11.761271,32.464817,28.054604,7.314328,25.6,22.74,27.275476,47.280441,20.874861,18.292965,17.540001,26.26,58.75,38.349998,27.853506,27.398169,20.08,28.104998,27.16749,20.5,64.175743,43.8965,39.099998,35.330002,58.169998,40.689999,12.720891,35.74292,20.401035,17.50709,99.051537,45.298985,14.76,35.263664,34.810001
"75",2021-06-16,19.09,16.637188,46.32,16.445873,35.114372,23.248041,27.40905,24.429195,9.81,30.437492,58.233574,26.076847,29.35,56.900002,11.38,13.93,3.912529,13.48,4.64,27.405407,5.764435,21.99217,24.870001,41.249977,26.119902,24.35,13.07,39.001839,44.98,44.700001,20.440001,18.709999,17.91,47.487297,24.719999,33.849998,26.251141,29.182549,84.980003,13.448691,25.110001,15.269501,35.150002,35.335846,42.330002,6.12,11.870725,33.111324,27.812504,7.256124,25.389999,22.280001,27.275476,46.355717,20.29528,18.001856,17.299999,25.940001,56.970001,38.75,27.948021,27.501984,20.049999,27.995251,27.057621,20.23,63.896721,44.610027,38.779999,36.470001,58.080002,39.91,12.543802,35.433674,19.877932,17.055534,96.075554,44.778084,14.68,34.637154,34.77
"76",2021-06-17,19.01,16.718987,45.93,16.698738,34.279488,23.121374,27.291914,24.536554,9.61,30.402693,57.07375,26.846716,28.92,53.84,11.22,13.81,3.852947,13.29,4.66,27.661444,5.773687,21.792965,24.969999,39.206932,26.619804,24.15,12.76,39.020824,43.610001,43.279999,20.23,18.83,17.860001,47.497147,24.76,33.98,26.261084,28.078764,86.5,12.957019,24.6,15.588863,34.799999,35.414387,42.16,6.17,11.761271,32.723427,27.289568,7.168817,25.25,22.139999,26.809145,46.037529,21.294558,17.522932,17.1,25.68,57.389999,38.16,27.087936,26.548758,19.139999,28.344442,26.458338,20.1,62.36208,43.88673,38.43,36.189999,56.360001,39.720001,12.770082,36.072117,19.512747,16.660427,94.076752,44.709286,15.06,34.229424,34.639999
"77",2021-06-18,18.76,16.960396,46.82,16.902973,34.230373,22.790096,26.940517,24.751274,9.64,30.362923,57.982571,26.965157,28.950001,54.060001,11.18,13.74,3.902598,13.27,4.57,27.443338,5.736677,22.071852,24.5,40.2771,25.850723,24.17,12.86,39.419476,46.220001,45.849998,20,19.17,17.9,46.955391,24.82,33.799999,26.221312,28.156223,86.68,13.169113,24.9,15.469102,35.5,35.640205,42.900002,6.1,11.651818,32.12664,27.221781,7.149416,25.67,21.75,27.086958,46.236397,21.054731,17.50415,16.77,25.76,57.799999,37.43,27.163548,26.728077,19,28.444212,25.449545,20.33,62.591278,43.104778,38.16,36,57,40.18,12.632347,36.121994,19.344959,17.027315,96.910599,44.827225,15.17,34.995159,34.470001
"78",2021-06-21,18.73,17.249685,48.290001,16.601482,33.965176,22.780352,27.008844,24.858633,9.72,30.569237,58.986599,27.221781,28.83,55.110001,11.3,13.98,3.852947,13.07,4.8,27.301096,5.801445,21.65,25.02,40.899742,27.119705,24.09,13.13,38.916412,47.57,47.419998,20.35,18.799999,17.82,46.96524,25.33,33.93,26.231253,28.921129,84.669998,13.400488,25.450001,15.389261,35.599998,35.856209,43.18,6.1,11.681667,32.275841,27.279884,7.324028,26.15,22.1,27.235788,46.017643,21.254587,17.616838,16.85,25.99,57.310001,40.380001,27.730637,27.322664,19.42,28.264627,25.719223,20.059999,62.999851,42.899521,38.18,36.029999,58.5,39.470001,12.465096,36.670658,19.463396,17.083757,97.816727,44.365292,15.75,35.054829,34.98
"79",2021-06-22,18.290001,17.237715,47.43,16.523678,33.24815,22.507536,26.51103,24.926954,9.7,30.059666,59.904068,27.389572,28.799999,54.889999,11.02,13.57,3.733783,12.81,4.69,27.073507,5.755182,21.469999,25.25,41.356991,27.783037,23.73,12.77,38.517761,47.080002,47.349998,20.08,18.719999,17.57,47.408497,24.799999,33.66,26.33069,28.85335,85.919998,13.361925,24.82,15.738564,34.959999,35.974026,43.5,6.04,11.771221,31.858089,27.376724,7.20762,26.299999,21.76,27.186178,45.530422,20.954803,17.410246,16.700001,25.299999,56.919998,41.549999,27.758991,27.464233,19.33,28.474144,25.968924,19.860001,62.780617,42.76268,37.939999,35.950001,58.700001,39.040001,11.992037,37.558498,19.275869,17.149609,98.962708,43.146572,15.93,34.100143,34.57
"80",2021-06-23,17.99,17.157911,47.5,16.552856,33.24815,22.468557,26.3939,24.107117,9.61,30.129265,60.354153,26.767756,28.57,56.439999,10.89,13.6,3.703993,12.7,4.74,26.5804,5.718171,21.280001,24.639999,41.999088,28.302168,23.32,12.46,38.242496,46.5,46.23,19.66,18.59,17.370001,46.89629,24.4,32,26.440069,28.84367,86.400002,13.284801,24.98,15.638763,34.43,35.748211,42.450001,6.03,11.661767,31.629324,27.647875,7.159117,25.85,21.42,27.473917,44.675301,20.565086,17.466589,16.76,25.049999,56.5,39.91,27.825151,27.652988,19.49,28.434235,25.3197,19.709999,63.777134,42.215317,37.59,35.52,58.110001,38.509998,11.882565,37.787937,18.900814,17.516497,100.446259,42.723949,15.8,33.762024,35.400002
"81",2021-06-24,17.950001,17.41927,47,16.523678,33.316906,22.468557,26.589121,23.814318,9.84,29.927923,60.648434,27.27113,28.65,56.900002,10.99,13.72,3.713923,12.75,4.75,26.789022,5.708919,21.629999,25.190001,43.390305,28.206032,23.530001,12.3,38.63166,45.889999,46.23,19.610001,18.57,17.49,46.984943,25.43,32.48,26.469902,29.79254,87.379997,13.689707,24.780001,15.748544,35.200001,35.895485,43.48,6.02,11.701569,31.639273,28.238602,7.605349,26.370001,22.379999,27.672354,45.411102,21.63431,17.804651,16.98,25.18,57.27,39.799999,28.250467,27.983315,19.450001,28.484119,25.6,19.93,64.275391,42.127346,37.889999,35.990002,59.849998,38.330002,11.892517,37.448765,19.088341,17.96805,100.581841,42.950005,15.77,34.139923,35.5
"82",2021-06-25,16.950001,16.936455,45.970001,16.231913,32.315048,21.893692,25.75943,23.345839,9.71,29.398466,63.24506,27.221781,28.48,55.419998,10.6,13.34,3.644411,12.53,4.59,26.106258,5.653402,21.389999,24.73,42.368782,27.65,22.870001,11.88,38.090626,44.32,44.549999,19.1,18.219999,17.09,45.999931,25.440001,31.57,25.913057,29.860313,85.059998,13.757193,24,15.309422,33.919998,34.658382,42.029999,5.99,11.422959,30.634691,27.638193,7.362832,25.860001,21.940001,27.43907,44.84433,21.374498,17.926729,16.809999,24.040001,56.310001,38.799999,27.796797,27.464233,19.08,28.374374,24.719999,19.540001,63.378525,41.149914,37.790001,34.599998,58.41,37.700001,11.713384,36.770416,18.742895,17.723459,101.822922,42.193218,15.72,33.374187,34.009998
"83",2021-06-28,17.5,17.13397,45.330002,16.523678,32.069492,21.72805,25.632536,23.521519,9.61,30.315693,62.933464,26.905937,28.17,56.299999,10.39,13.41,3.594759,12.53,4.57,25.935568,5.597887,21.42,24.25,41.765602,28.65,22.700001,11.95,38.014694,44.52,44.740002,18.99,18.01,17.290001,45.999931,25.4,31.25,26.400295,29.59889,85.900002,13.631864,23.66,15.568903,34.709999,34.648563,40.93,5.92,11.303555,30.286573,27.986816,7.20762,26.360001,22.35,27.409203,45.141605,21.514399,18.105152,16.5,23.719999,57.060001,38.93,27.673929,27.417042,18.77,29.322182,25.25,19.610001,64.02626,40.758942,37.98,35.040001,59.599998,37.830002,11.862661,37.518593,18.940294,17.808125,100.192299,42.360302,16.030001,33.832443,34.029999
"84",2021-06-29,17.290001,17.185843,44.529999,16.572306,31.853401,21.542925,25.476358,23.17016,9.45,30.499634,64.595299,25.958405,27.34,59.32,10.12,13.28,3.61462,12.27,4.49,25.745909,5.477601,21.15,23.879999,43.477863,27.91,22.969999,11.89,37.568577,43.82,43.970001,18.610001,17.84,17.24,45.990082,25,31.360001,26.151705,29.298738,85.699997,13.554739,23.27,15.568903,34.169998,34.167473,39.400002,5.85,11.243855,29.98818,27.880293,7.052409,26.389999,22.219999,27.409203,44.045452,21.654297,17.926729,16.32,23.07,56.389999,38.709999,28.051987,27.539736,18.98,28.963013,25.040001,19.6,64.305283,40.397293,36.93,35.419998,60.259998,37.330002,11.64372,37.309105,18.288881,18.015085,101.922569,41.691967,16.02,34.528996,33.389999
"85",2021-06-30,17.07,17.265646,43.889999,16.567038,31.558735,21.299337,25.1152,22.545523,9.37,30.340549,64.335632,26.333469,27.33,59.549999,10.14,13.45,3.61462,12.13,4.33,25.518322,5.486854,21,23.959999,42.796852,27.719999,23.34,11.86,37.160431,43.169998,43.27,18.870001,17.68,16.98,45.665031,24.799999,31.110001,25.773848,28.669388,84.93,13.333004,22.959999,15.379282,34.209999,33.843472,40.450001,5.77,11.094599,29.640059,28.180498,7.052409,26.34,21.58,27.289728,44.075344,21.134672,17.973682,16.33,23.5,56.740002,38.66,28.628529,27.775682,19.49,28.843288,24.709999,19.15,63.872349,39.586021,36.580002,34.66,59.810001,36.900002,11.474537,37.558498,18.150702,17.96805,102.592934,41.279179,15.79,33.523972,32.84
"86",2021-07-01,17.200001,17.118008,43.959999,16.074556,31.224781,21.084978,24.802845,22.672401,9.33,29.91798,64.162529,28.228533,27.040001,58.349998,9.92,13.53,3.584829,11.89,4.26,25.186422,5.486854,20.9,24.040001,42.252041,26.950001,22.76,11.84,37.122459,43.419998,43.290001,18.74,17.57,16.870001,44.83762,24.25,30.5,25.326384,28.030354,83.550003,13.140191,22.75,14.960118,33.869999,33.450741,39.349998,5.72,11.1145,29.545523,28.209549,6.877797,26.49,21.09,27.020912,42.680244,20.675007,18.264793,16.120001,22.77,57.220001,38.23,28.1276,27.426479,20.540001,28.314512,24.6,19.75,62.37534,39.546925,36.099998,34.23,60.330002,36.650002,11.315307,36.371387,17.943436,18.14679,100.808311,41.273129,15.46,34.081211,32.400002
"87",2021-07-02,17.43,17.157911,44.720001,16.173054,31.568556,21.433344,25.397713,22.59432,9.36,31.280148,64.932861,29.00827,26.860001,60,10.04,13.42,3.60469,12.11,4.34,25.432976,5.523864,21.32,24.43,43.847557,27.059999,23.42,11.66,37.426201,43.560001,43.25,18.950001,17.77,17.059999,44.975521,24.459999,30.620001,25.545145,28.814621,84.860001,13.487254,23.450001,15.24954,34.860001,33.814014,40,5.72,11.174201,29.863966,28.59691,6.955402,26.709999,21.370001,27.638193,43.238281,21.624317,18.08637,16.290001,23.15,59.52,39.209999,28.38279,27.539736,21.26,28.294559,24.799999,19.75,64.331429,39.996544,36.529999,34.110001,59.200001,37.41,11.424778,37.797913,18.703417,18.372566,102.891884,41.610294,15.6,35.086231,32.77
"88",2021-07-05,17.940001,17.17786,44.349998,15.867716,31.372112,21.174036,24.947844,22.360083,9.4,31.230433,64.647232,29.077362,26.65,61.060001,10.09,13.64,3.624551,12.09,4.3,25.556253,5.625644,21.01,24.790001,44.324268,27.280001,23.26,11.79,37.188904,42.93,42.650002,18.98,17.690001,16.870001,44.91642,24.440001,30.51,25.61475,28.737164,84.059998,13.352285,23.389999,15.010019,35.18,33.755108,40.23,5.72,11.024948,29.455959,28.325758,6.936001,26.93,21.110001,27.638193,43.357861,21.364506,18.020638,16.16,23.4,59.959999,38.580002,28.06144,27.228285,21.49,27.905458,24.77,19.790001,63.982128,39.605572,36.34,33.599998,59.5,37.619999,11.325259,37.139515,18.5455,18.400787,102.520462,41.749126,15.48,34.737957,32.580002
"89",2021-07-06,17.549999,17.098057,42.5,15.680573,30.900646,20.844904,24.638613,22.057524,9.3,30.544378,65.564705,28.228533,26.42,59.02,9.88,13.3,3.564969,11.96,4.17,25.319183,5.597887,20.639999,24.379999,43.380577,26.290001,22.940001,11.4,37.160431,42.639999,42.09,18.690001,17.58,16.809999,44.955822,24.299999,29.780001,24.709881,28.620975,83.099998,13.265519,22.629999,14.940159,34.91,33.264194,39.209999,5.64,10.985147,29.406202,27.773769,6.751687,26.690001,8.494258,27.190166,43.148598,21.07,17.879778,15.83,22.9,59.650002,37.48,27.012325,26.114616,20.24,27.107304,24.65,19.360001,62.814461,38.931145,35.630001,33.139999,59.369999,37.349998,11.156076,36.999859,18.259272,18.325529,103.063995,41.610294,15,34.379734,31.5
"90",2021-07-07,17.77,17.207788,42.669998,16.025311,31.313179,21.004484,24.818165,22.301523,9.44,30.792948,66.352348,28.297623,26.370001,58.830002,10.02,13.58,3.564969,12.08,4.17,25.470907,5.625644,20.9,24.719999,44.878807,26.040001,23.23,11.7,37.321789,43.009998,42.669998,18.690001,17.620001,17.51,45.251324,24.469999,30.41,25.038021,29.046999,85,13.487254,22.76,15.307544,35.889999,33.715836,39.619999,5.65,11.174201,29.53557,28.083656,6.897198,27.23,8.581272,28.67363,44.264679,22.01,17.898558,16.059999,23.030001,60.349998,37.330002,27.154097,26.473253,19.84,27.256958,25.9,20.27,66.217659,39.214596,36.220001,33.689999,60.950001,37.93,11.584009,38.206917,18.851465,18.598343,103.362946,42.155712,15.15,35.882294,31.48
"91",2021-07-08,17.360001,17.197813,41.209999,15.907114,31.224781,20.705275,24.528887,22.057524,9.35,30.256037,65.737816,28.356844,26.299999,58.389999,10.07,13.27,3.505387,11.73,4.14,25.129526,5.505359,20.77,24.65,42.894138,25.5,22.690001,11.33,37.188904,42.700001,42.290001,18.209999,17.51,17.32,44.423916,24.299999,29.790001,24.580614,28.175589,83.779999,13.024504,22.02,14.987804,35.580002,33.332924,40.310001,5.57,11.1145,29.147469,28.093342,6.722585,27,8.523262,28.026482,44.414158,21.92,17.757698,15.98,23.059999,60.099998,37.07,26.615362,25.944733,19.58,26.558575,25.629999,20,65.379341,38.901821,35.450001,32.369999,60.98,37.380001,11.185932,37.279175,18.811985,18.410194,102.964355,41.302883,14.85,34.558846,31.1
"92",2021-07-12,17.66,17.267641,42.549999,16.458691,32.020374,21.144115,25.147345,22.613842,9.36,30.534433,66.733185,29.00827,26.309999,60.400002,10.27,13.61,3.525248,12.14,4.23,25.556253,5.579381,20.549999,26.129999,45.540363,27.360001,23.459999,11.51,37.635021,43.619999,42.93,19.700001,17.700001,17.610001,44.699722,24.6,30.709999,24.739712,29.443974,84.419998,13.651145,22.309999,15.277568,36.509998,33.647102,41.07,5.64,11.323457,29.545523,28.325758,7.052409,27.15,8.668286,28.593981,44.733036,22.1,17.598057,16.360001,23.799999,61.049999,37.060001,26.889456,26.171242,19.440001,26.738157,25.809999,20.129999,65.978142,40.36797,36.389999,33.200001,60.450001,37.389999,11.484489,37.648277,19.13769,19.03108,104.241669,42.016876,14.73,35.404659,31.74
"93",2021-07-13,17.799999,17.566908,42.490002,16.695084,31.882868,21.213932,25.127396,22.252722,9.6,30.97192,68.637367,28.830608,26.459999,59.799999,10.54,13.53,3.574899,11.89,4.25,25.205387,5.54237,20.690001,26.389999,45.997612,27.34,23.379999,11.79,37.5401,43.349998,42.700001,19.120001,17.67,17.889999,44.50272,24.15,30.469999,24.849091,29.560162,85.169998,13.747552,22.25,15.467413,38.540001,35.787483,42,5.57,11.283656,29.724646,28.403229,7.275525,27.09,8.846459,28.494421,45.211357,22.49,17.522932,16.35,24.48,60.799999,36.59,26.993422,26.331686,19.57,26.907764,26.43,20.4,66.038017,40.397293,36.189999,33.740002,59.470001,37.740002,11.713384,37.997429,19.14756,19.28508,104.857674,41.45163,14.86,35.00663,32.369999
"94",2021-07-14,17.91,17.499073,42.549999,16.862526,32.098957,21.483219,25.237122,22.545523,9.55,31.508833,68.204605,28.968792,26.23,62.560001,10.64,13.83,3.584829,12.14,4.28,25.622633,5.54237,20.969999,26.969999,44.168606,27.15,23.58,11.99,37.672985,44.200001,43.59,18.629999,17.74,17.99,44.798222,24.459999,30.93,25.028076,29.172869,85.620003,13.525816,22.59,15.357503,40.009998,34.736931,42.5,5.69,11.303555,29.764452,28.490385,7.527743,26.700001,8.747014,29.181391,45.081818,22.93,17.541714,16.719999,24.940001,59.919998,36.639999,26.813845,26.114616,19.35,27.17,26.5,20.76,68.443214,40.407066,37.040001,33.880001,58.779999,38.060001,11.80295,37.787937,19.414047,18.617159,104.286964,41.372299,14.86,34.837463,32.759998
"95",2021-07-15,17.620001,17.213774,41.849998,16.744331,31.607847,21.383484,24.858067,22.164883,9.39,32.005974,68.897041,28.623337,26.049999,62.09,10.58,13.84,3.515317,12.02,4.19,25.537287,5.505359,20.67,26.9,45.044193,26.190001,23.190001,12.01,37.967232,43.970001,43.610001,18.27,17.68,17.92,43.862461,24.139999,30.530001,24.849091,28.979221,85.230003,13.545098,22.129999,15.297552,40,34.363838,42.150002,5.59,11.214004,29.406202,28.025553,7.605349,26.290001,8.531549,29.330732,44.812759,23.719999,17.410246,16.5,24.450001,59.450001,35.549999,26.180595,25.557781,18.950001,26.950001,26.700001,20.530001,68.572952,39.693542,36.299999,32.93,57.34,37.939999,11.812901,38.386478,19.029123,18.588936,104.613091,40.906212,14.73,34.74791,32.330002
"96",2021-07-16,17.43,17.445206,40.5,16.340496,31.224781,21.014458,24.858067,21.959925,9.39,31.49889,67.525452,28.149572,25.82,60.43,10.49,13.94,3.495457,11.93,4.14,25.176939,5.579381,20.65,26.4,43.487595,25.67,22.799999,11.8,37.663498,44.200001,43.560001,17.540001,17.809999,17.52,43.655609,24.219999,30.299999,24.878923,28.524151,84.910004,13.255878,21.58,15.347511,40.5,34.491474,42.189999,5.58,11.054798,28.928539,27.715666,7.547145,26,8.659999,29.111698,44.872547,23.9,17.682573,16.139999,24.17,59.950001,35.93,25.679667,25.180265,18.85,27.01,27.09,20.459999,67.564964,38.999565,37.07,32.220001,56.349998,38.200001,11.792998,37.787937,18.762636,18.184418,102.728821,40.866547,14.6,34.121017,31.99
"97",2021-07-19,17.01,17.42725,39.27,16.163204,30.989046,20.725222,23.950327,21.598804,9.36,30.981863,66.843735,27.981779,25.77,59.380001,10.39,13.91,3.465666,11.87,4.06,24.873487,5.570128,20.280001,26.139999,42.903866,24.790001,22.639999,11.69,37.388233,43.5,43.07,17.299999,17.879999,17.32,43.63591,24,29.719999,24.769543,28.572563,83.900002,13.226957,20.799999,15.197634,40.049999,34.265656,41.830002,5.5,10.965246,28.759367,27.783453,7.391933,25.68,7.9,28.584024,43.796326,23.120001,17.720137,16.08,23.9,59.549999,35.880001,25.377218,24.764997,18.200001,26.709999,26.59,20.870001,67.115868,38.774754,35.91,31.940001,55.860001,38.119999,11.832807,37.329052,18.515888,17.96805,101.605507,40.906212,14.05,34.011559,31.99
"98",2021-07-20,17.030001,17.277617,40.439999,16.173054,31.539091,20.944643,24.319408,21.647606,9.51,31.419348,67.304115,28.17918,26.209999,60.110001,10.6,13.92,3.455736,12.14,4.07,24.845041,5.560875,20.190001,25.98,43.361118,24.809999,22.440001,11.94,37.47366,43.419998,43.040001,18.32,17.84,17.18,43.81321,24.129999,29.16,24.908752,28.688751,81.919998,13.361925,21.530001,14.738008,39.889999,33.872925,42.52,5.53,11.094599,29.137516,29.642784,7.498641,26,8.33,28.892664,43.347897,23.370001,18.471388,15.76,24.35,59.580002,35.68,25.793085,25.095324,18.799999,26.719999,26.299999,21.35,67.365364,39.253696,36.119999,32.27,56.599998,38.599998,11.763143,37.378937,18.417189,18.062124,102.457047,40.816963,14.03,34.379734,32.139999
"99",2021-07-21,17.200001,17.367397,40.740002,16.104107,31.853401,21.04438,24.329384,21.618324,9.43,31.667919,68.198318,28.218662,26.129999,62.869999,10.54,13.85,3.416015,12.17,3.97,25.006248,5.588634,20.07,26.360001,44.324268,24.889999,22.32,11.82,37.293316,43.18,42.889999,18.870001,17.879999,16.98,43.81321,24.49,28.91,24.192812,29.337467,80.580002,13.622224,21.66,14.448243,39.27,33.88274,42.150002,6,11.164252,29.256933,29.487841,7.333729,25.59,7.9,29.061918,43.038982,23.360001,18.292965,15.74,24.26,60.34,35.860001,26.208948,25.444525,19,26.620001,26.639999,21.700001,66.676743,39.683765,35.599998,32.029999,56.709999,38.830002,11.69348,37.149494,18.397449,18.513676,103.63472,40.836796,14.15,34.280228,31.620001
"100",2021-07-22,17.030001,17.417273,40.200001,16.25185,31.381937,20.834932,24.139856,21.335287,9.36,31.479004,68.747231,28.544376,26.23,62.400002,10.55,13.81,3.416015,12.28,3.95,25.186422,5.64415,20,27.200001,44.655045,24.889999,22.389999,11.91,37.663498,43.259998,43.080002,18.700001,18.059999,17.18,44.522419,25.049999,28.940001,24.332024,29.589207,80.919998,13.651145,21.440001,14.53817,39.669998,34.658382,42.689999,5.91,11.034899,28.958393,29.642784,7.48894,25.77,7.84,29.231173,43.696674,23.25,18.903357,15.79,24.27,60.619999,35.16,26.246756,25.387897,19.059999,26.58,26.84,21.450001,68.163773,39.26347,36.27,31.719999,57,38.709999,11.763143,38.007401,18.357971,18.739452,103.906479,40.856632,14.28,34.927021,31.33
"101",2021-07-23,16.75,17.457176,39.700001,16.104107,31.214958,20.63546,23.890478,21.471926,9.44,31.49889,67.587425,28.228533,25.629999,58.93,10.33,13.66,3.406085,12.16,3.87,24.797625,5.597887,19.709999,27,44.499386,24.24,21.9,11.79,37.018055,42.32,42.099998,18.51,17.879999,16.85,43.665462,24.450001,28.209999,24.35191,29.763491,80.849998,13.776473,21.219999,14.578137,38.950001,35.924374,41.91,5.78,11.024948,28.878782,29.691204,7.421036,25.65,7.82,29.539812,43.158566,22.6,18.856403,15.41,23.709999,60.290001,33.91,25.897049,25.236893,18.950001,26.110001,26.549999,21.35,68.183731,38.950691,35.740002,31.66,56.360001,38.240002,11.753191,37.448765,18.121094,19.002859,103.381065,40.628548,14.09,34.628502,30.799999
"102",2021-07-26,17.09,17.995855,40.779999,16.163204,31.696245,20.785065,24.089979,21.413366,9.44,32.085518,69.960159,28.623337,25.98,60.25,10.28,13.65,3.396154,12.09,3.79,24.645901,5.579381,19.879999,26.59,46.075447,24.18,21.559999,11.7,36.923134,42.299999,41.869999,19.16,17.74,16.57,43.340408,24.530001,27.48,23.99394,30.789816,80.169998,14.123536,21.870001,14.288373,38.880001,35.904564,41.619999,5.88,11.124451,29.386301,30.446558,7.285226,25.93,7.62,29.370558,42.391254,22.040001,19.138123,15.21,23.629999,60.130001,34.549999,26.416882,25.925858,18.75,25.99,26.129999,21.27,67.884331,39.908577,35.389999,31.709999,56.639999,37.810001,11.494442,37.787937,17.982914,19.680189,105.627686,40.569046,13.74,34.479244,30.440001
"103",2021-07-27,16.92,17.756441,39.669998,15.857866,31.843575,20.834932,24.279507,21.022968,9.27,31.488947,68.649841,28.475285,25.620001,58,10.18,13.5,3.366363,12.13,3.73,25.110559,5.616392,19.799999,26.309999,45.608463,22.92,21.4,11.4,36.818726,42.490002,42.040001,18.92,17.6,16.629999,43.586658,24.639999,27.6,23.775181,29.686031,80.080002,13.766832,21.299999,14.338333,37.91,35.062668,40.450001,5.74,11.194102,29.674891,30.446558,7.139715,25.42,7.46,29.042006,41.843182,21.450001,18.818842,14.92,22.959999,58.75,34.16,26.303463,25.623846,17.950001,25.77,26.07,20.799999,66.676743,40.270226,35.459999,30.950001,56.09,37.860001,11.404874,36.780392,17.854607,19.03108,103.435417,40.450047,13.25,34.220524,29.82
"104",2021-07-28,17.33,17.572891,40.68,15.601776,32.315048,21.233879,24.848091,21.208406,9.33,30.842663,70.464806,28.475285,26.440001,59.099998,10.25,13.63,3.386224,12.37,3.82,25.110559,5.708919,19.540001,26.82,44.333996,23.440001,21.74,11.46,37.018055,42.700001,42.669998,19.370001,17.67,16.790001,43.744259,25,28.4,24.192812,29.753807,81.699997,13.757193,21.9,14.598121,38.98,35.855042,40.959999,5.81,11.492613,30.640169,30.91139,7.333729,25.33,7.47,28.753279,41.912933,21.530001,18.847012,14.82,22.93,55,33.93,26.78549,26.152367,18,26.07,26.370001,21.110001,66.00808,40.749168,36.150002,31.110001,55.720001,38.32,11.504394,36.311535,18.160572,18.993452,106.261818,41.094627,13.27,37.016678,30.129999
